frame,0_x,0_y,0_z,0_visibility,1_x,1_y,1_z,1_visibility,2_x,2_y,2_z,2_visibility,3_x,3_y,3_z,3_visibility,4_x,4_y,4_z,4_visibility,5_x,5_y,5_z,5_visibility,6_x,6_y,6_z,6_visibility,7_x,7_y,7_z,7_visibility,8_x,8_y,8_z,8_visibility,9_x,9_y,9_z,9_visibility,10_x,10_y,10_z,10_visibility,11_x,11_y,11_z,11_visibility,12_x,12_y,12_z,12_visibility,13_x,13_y,13_z,13_visibility,14_x,14_y,14_z,14_visibility,15_x,15_y,15_z,15_visibility,16_x,16_y,16_z,16_visibility,17_x,17_y,17_z,17_visibility,18_x,18_y,18_z,18_visibility,19_x,19_y,19_z,19_visibility,20_x,20_y,20_z,20_visibility,21_x,21_y,21_z,21_visibility,22_x,22_y,22_z,22_visibility,23_x,23_y,23_z,23_visibility,24_x,24_y,24_z,24_visibility,25_x,25_y,25_z,25_visibility,26_x,26_y,26_z,26_visibility,27_x,27_y,27_z,27_visibility,28_x,28_y,28_z,28_visibility,29_x,29_y,29_z,29_visibility,30_x,30_y,30_z,30_visibility,31_x,31_y,31_z,31_visibility,32_x,32_y,32_z,32_visibility
0,0.3485218286514282,0.1521461457014084,-0.039415810257196426,0.9991695880889893,0.33892542123794556,0.13496771454811096,-0.003081057919189334,0.9984481334686279,0.33708685636520386,0.134331613779068,-0.0031862438190728426,0.9980535507202148,0.3347777724266052,0.13355892896652222,-0.003136503743007779,0.9983304142951965,0.3330898880958557,0.1344807744026184,-0.10330318659543991,0.9989892840385437,0.3274202346801758,0.13335281610488892,-0.10343129187822342,0.999030351638794,0.3202270269393921,0.13200271129608154,-0.10375578701496124,0.9992499947547913,0.2932673990726471,0.13542917370796204,0.19053079187870026,0.9954466223716736,0.26996496319770813,0.13442713022232056,-0.26068753004074097,0.9993413090705872,0.33219003677368164,0.17052322626113892,0.042477868497371674,0.9986018538475037,0.325494647026062,0.1693500280380249,-0.08846662938594818,0.9994527697563171,0.24675917625427246,0.23051822185516357,0.46140408515930176,0.9941350817680359,0.17067912220954895,0.21633094549179077,-0.4880944788455963,0.9999523162841797,0.22018422186374664,0.3377039432525635,0.566892683506012,0.023535091429948807,0.09703445434570312,0.31356140971183777,-0.6051846146583557,0.9888697862625122,0.2539595365524292,0.4242399334907532,0.3622162938117981,0.034608904272317886,0.1917484849691391,0.4279495179653168,-0.5362226963043213,0.9576095342636108,0.268955260515213,0.4544476568698883,0.34038347005844116,0.04416492208838463,0.2137400060892105,0.45314764976501465,-0.5962924361228943,0.9249894618988037,0.2741691768169403,0.45339930057525635,0.27078893780708313,0.0461525060236454,0.2350933849811554,0.4436981678009033,-0.5896838903427124,0.9179362058639526,0.2672783136367798,0.44368886947631836,0.31950458884239197,0.05016754940152168,0.22987155616283417,0.4348638951778412,-0.5253005623817444,0.8812851905822754,0.2763794958591461,0.48310714960098267,0.2751273810863495,0.9833258390426636,0.19904913008213043,0.4832284152507782,-0.27491357922554016,0.9948575496673584,0.3181305229663849,0.6596533060073853,0.27975884079933167,0.731108546257019,0.18460910022258759,0.6672930717468262,-0.31764650344848633,0.9710421562194824,0.22544969618320465,0.8208233118057251,0.4567783772945404,0.787756085395813,0.13939985632896423,0.8566054105758667,-0.2531246244907379,0.9688161611557007,0.19187219440937042,0.8449409008026123,0.45654910802841187,0.7946824431419373,0.1103011965751648,0.8932740092277527,-0.2653244733810425,0.9021371603012085,0.327299028635025,0.870171070098877,0.2871873378753662,0.8822126388549805,0.27123069763183594,0.9097381830215454,-0.5490414500236511,0.9648019075393677
1,0.34854692220687866,0.1521356701850891,-0.047108378261327744,0.9989469647407532,0.33929014205932617,0.13450877368450165,-0.015245678834617138,0.9981026649475098,0.3375883400440216,0.13394097983837128,-0.015344725921750069,0.9977093935012817,0.3354038596153259,0.1332743614912033,-0.015275090001523495,0.9979673027992249,0.33328619599342346,0.13404546678066254,-0.11203719675540924,0.9987455606460571,0.32748231291770935,0.13305091857910156,-0.11216423660516739,0.9988266825675964,0.32022684812545776,0.13185612857341766,-0.1124541163444519,0.9990710020065308,0.2939862310886383,0.13542036712169647,0.15959765017032623,0.9948790669441223,0.2699908912181854,0.1343698799610138,-0.2758505344390869,0.9992119669914246,0.33243328332901,0.1705237329006195,0.029641341418027878,0.9981380105018616,0.3254939317703247,0.16935870051383972,-0.09731531143188477,0.9992841482162476,0.24847179651260376,0.23202075064182281,0.39414435625076294,0.9938583374023438,0.16898870468139648,0.2198602706193924,-0.47468891739845276,0.9999462962150574,0.2197474092245102,0.33762508630752563,0.5271614789962769,0.02398611232638359,0.09701000899076462,0.3147457242012024,-0.5424486994743347,0.988959550857544,0.2566100060939789,0.42477017641067505,0.380903422832489,0.03535503149032593,0.1926010698080063,0.42921337485313416,-0.4084032475948334,0.9580701589584351,0.272582471370697,0.4544067978858948,0.3702881634235382,0.0454462394118309,0.21934032440185547,0.45320501923561096,-0.44267910718917847,0.9261472821235657,0.27780812978744507,0.45223110914230347,0.3075355887413025,0.04756370559334755,0.23813888430595398,0.4434632360935211,-0.4331420958042145,0.9195000529289246,0.26991045475006104,0.43932682275772095,0.34391552209854126,0.05167011544108391,0.23158761858940125,0.43481406569480896,-0.39349445700645447,0.8837741613388062,0.28009268641471863,0.4875800907611847,0.2500743865966797,0.9837839007377625,0.2011028379201889,0.48757702112197876,-0.24983270466327667,0.9949002861976624,0.32225438952445984,0.6597304344177246,0.27683213353157043,0.724396824836731,0.18473957479000092,0.6705785393714905,-0.2032633274793625,0.9686815738677979,0.2265796959400177,0.8199785947799683,0.4351823329925537,0.7795404195785522,0.1393485814332962,0.8573654294013977,-0.06500553339719772,0.9651726484298706,0.1912669986486435,0.8444442749023438,0.4362853765487671,0.7880187034606934,0.10846178233623505,0.8933379054069519,-0.0646258071064949,0.8959074020385742,0.32728102803230286,0.869552731513977,0.2890806496143341,0.8774047493934631,0.2691184878349304,0.911486804485321,-0.2912306487560272,0.9619103670120239
2,0.34883928298950195,0.1524956077337265,-0.05805527791380882,0.9987798929214478,0.3401825428009033,0.1345110833644867,-0.02922065742313862,0.9978147149085999,0.33869028091430664,0.1339457482099533,-0.029302356764674187,0.997428297996521,0.3367021083831787,0.1332838088274002,-0.029219986870884895,0.9976621270179749,0.33386966586112976,0.1340359002351761,-0.12385483831167221,0.9985367059707642,0.32783371210098267,0.1330423653125763,-0.12396319210529327,0.9986463189125061,0.32038283348083496,0.13185541331768036,-0.12421509623527527,0.9989034533500671,0.2954583466053009,0.13541840016841888,0.13815926015377045,0.9944341778755188,0.27055054903030396,0.13434003293514252,-0.29083251953125,0.9990995526313782,0.33332252502441406,0.17060860991477966,0.015881124883890152,0.9977861642837524,0.32559439539909363,0.1694399118423462,-0.10880807787179947,0.9991529583930969,0.2498103678226471,0.23273439705371857,0.367725133895874,0.9937394857406616,0.16896317899227142,0.22153149545192719,-0.4732637107372284,0.99994295835495,0.2197514921426773,0.33749711513519287,0.5029458999633789,0.02485564723610878,0.09689328074455261,0.314800500869751,-0.5387988090515137,0.9890855550765991,0.2612520456314087,0.4254218339920044,0.3798607885837555,0.03697068244218826,0.19328656792640686,0.43015462160110474,-0.4004422128200531,0.9583604335784912,0.27707552909851074,0.454475075006485,0.3690009117126465,0.04756465554237366,0.22406990826129913,0.45465487241744995,-0.43483924865722656,0.9269329309463501,0.2812597453594208,0.4518764019012451,0.3067933917045593,0.04985303059220314,0.2412954866886139,0.44357964396476746,-0.4229021668434143,0.9205958247184753,0.273060142993927,0.43794018030166626,0.3432019054889679,0.054125815629959106,0.23398418724536896,0.43496254086494446,-0.38475126028060913,0.8855750560760498,0.28689125180244446,0.4907733201980591,0.24244967103004456,0.9843617081642151,0.20635777711868286,0.4914398789405823,-0.24223144352436066,0.995033323764801,0.331927090883255,0.6597292423248291,0.28179967403411865,0.7225741744041443,0.1848287433385849,0.6745682954788208,-0.17671357095241547,0.9680833220481873,0.24520884454250336,0.8179945349693298,0.4454629123210907,0.777137041091919,0.13975825905799866,0.8578765988349915,-0.027942929416894913,0.9636949300765991,0.20517544448375702,0.8419892191886902,0.4499667286872864,0.7863095998764038,0.10869225114583969,0.8931947350502014,-0.026217954233288765,0.8919916749000549,0.3531704843044281,0.8620892763137817,0.3273516893386841,0.8759717345237732,0.26925572752952576,0.911774754524231,-0.2513065040111542,0.9604729413986206
3,0.3491446077823639,0.1526498645544052,-0.068104088306427,0.9987185597419739,0.34108731150627136,0.13451461493968964,-0.03990534320473671,0.997672975063324,0.33980128169059753,0.13396652042865753,-0.03997032344341278,0.9972885847091675,0.33801430463790894,0.1333390474319458,-0.039870735257864,0.9974952340126038,0.33435145020484924,0.13402093946933746,-0.1359076350927353,0.9984405040740967,0.3281462490558624,0.13303489983081818,-0.13601619005203247,0.9985679984092712,0.32051897048950195,0.1318560391664505,-0.1362723708152771,0.9988256692886353,0.29702502489089966,0.13546350598335266,0.12965215742588043,0.9941748380661011,0.2708461284637451,0.1343381404876709,-0.3079497218132019,0.9990543127059937,0.33399027585983276,0.170639768242836,0.0063871159218251705,0.9976422786712646,0.325704425573349,0.16945229470729828,-0.12049874663352966,0.9991083741188049,0.2510983645915985,0.2336450219154358,0.3722960650920868,0.9938140511512756,0.16954360902309418,0.22152531147003174,-0.48600372672080994,0.9999443888664246,0.2201440930366516,0.3375851511955261,0.5139484405517578,0.0253656767308712,0.09667345136404037,0.3142285645008087,-0.5503765344619751,0.9893726706504822,0.2683536410331726,0.4285247325897217,0.38783738017082214,0.03812270984053612,0.19512632489204407,0.430466890335083,-0.4385603368282318,0.9590595364570618,0.28421396017074585,0.45702245831489563,0.3760620355606079,0.049055542796850204,0.22757449746131897,0.4553220272064209,-0.4839484989643097,0.9281922578811646,0.2887992560863495,0.45259231328964233,0.3129822909832001,0.05147293955087662,0.2447541207075119,0.44375190138816833,-0.4743540585041046,0.9221271276473999,0.2804914116859436,0.43808117508888245,0.3509794771671295,0.0558905228972435,0.23780415952205658,0.4351522922515869,-0.4251500070095062,0.8877034783363342,0.2929099500179291,0.49250227212905884,0.24527838826179504,0.9850940704345703,0.2132897973060608,0.49344122409820557,-0.24506516754627228,0.995300829410553,0.34851300716400146,0.6591904759407043,0.32809704542160034,0.7254251837730408,0.18717193603515625,0.6789082884788513,-0.21593289077281952,0.9690233469009399,0.2816973626613617,0.8176804780960083,0.5413607954978943,0.7805767059326172,0.13847723603248596,0.8601667284965515,-0.10724666714668274,0.9639174342155457,0.2482314556837082,0.8420571088790894,0.549297571182251,0.7882720828056335,0.10615025460720062,0.8944934606552124,-0.11191976070404053,0.890510618686676,0.4198077619075775,0.8495275378227234,0.4198993444442749,0.8775487542152405,0.2692699730396271,0.9119073748588562,-0.36117875576019287,0.9605082273483276
4,0.3512863516807556,0.15284481644630432,-0.07257406413555145,0.9987657070159912,0.3429616391658783,0.134538933634758,-0.04291562736034393,0.9977484941482544,0.3418116867542267,0.13402637839317322,-0.042964112013578415,0.9973823428153992,0.34016185998916626,0.1334501951932907,-0.0428360179066658,0.9975560903549194,0.3357960879802704,0.1340155303478241,-0.1394626647233963,0.9984887838363647,0.32936492562294006,0.13303104043006897,-0.13957412540912628,0.9986164569854736,0.3215080499649048,0.1318562924861908,-0.13981565833091736,0.9988579154014587,0.2988457679748535,0.13554982841014862,0.13385771214962006,0.9943294525146484,0.27229517698287964,0.13434278964996338,-0.3069034218788147,0.9990894794464111,0.3369716703891754,0.17068545520305634,0.0039761606603860855,0.9977051615715027,0.32781776785850525,0.16946057975292206,-0.12390610575675964,0.9991366267204285,0.25278547406196594,0.2339465469121933,0.38616102933883667,0.994145393371582,0.1732994168996811,0.22141176462173462,-0.4935016930103302,0.9999480843544006,0.22010251879692078,0.33728542923927307,0.5200256705284119,0.026234693825244904,0.09625262022018433,0.3125009834766388,-0.576102077960968,0.9897448420524597,0.26893678307533264,0.4284447431564331,0.37477195262908936,0.0401298962533474,0.19603921473026276,0.43045926094055176,-0.44812172651290894,0.9599014520645142,0.28500956296920776,0.45713210105895996,0.3567577600479126,0.05147811025381088,0.228623166680336,0.4555405080318451,-0.5000790953636169,0.9296327829360962,0.29003041982650757,0.45258834958076477,0.2924310863018036,0.05410090088844299,0.2459530234336853,0.4439978003501892,-0.4915376901626587,0.9238278865814209,0.2816852927207947,0.43813732266426086,0.33663350343704224,0.05860234797000885,0.23909443616867065,0.43535375595092773,-0.437099814414978,0.8899601101875305,0.2993762493133545,0.4925207495689392,0.2458094209432602,0.9860236048698425,0.22316110134124756,0.49330127239227295,-0.2455650120973587,0.9956580996513367,0.3590005934238434,0.6554625630378723,0.38436639308929443,0.7271032333374023,0.19699405133724213,0.6796340942382812,-0.29356247186660767,0.9706716537475586,0.32813888788223267,0.8183905482292175,0.6192812919616699,0.787458598613739,0.13671445846557617,0.8608675599098206,-0.2801218330860138,0.9652290940284729,0.30860671401023865,0.8437908291816711,0.6273351907730103,0.793251633644104,0.1007981151342392,0.8952885866165161,-0.2942368984222412,0.8913609981536865,0.4728061556816101,0.8469680547714233,0.4888870120048523,0.8810381889343262,0.2685398757457733,0.9122331738471985,-0.5532479286193848,0.9616185426712036
5,0.3543078601360321,0.15351615846157074,-0.08839022368192673,0.9988375306129456,0.34644389152526855,0.13494154810905457,-0.05743860825896263,0.9978755712509155,0.34544438123703003,0.1344924420118332,-0.05748043209314346,0.9975335001945496,0.34401050209999084,0.13399317860603333,-0.057335980236530304,0.9976792335510254,0.338728129863739,0.13416150212287903,-0.15345029532909393,0.9985709190368652,0.3321261405944824,0.13312286138534546,-0.1535586714744568,0.9986941814422607,0.3242552578449249,0.13193239271640778,-0.153765007853508,0.9989157319068909,0.3034058213233948,0.1359373778104782,0.12468419969081879,0.9946292042732239,0.27536624670028687,0.13437677919864655,-0.3149288594722748,0.9991405010223389,0.34064316749572754,0.17107276618480682,-0.010429304093122482,0.9978185296058655,0.33082786202430725,0.1696949154138565,-0.13812294602394104,0.9991828203201294,0.2554880976676941,0.2354331910610199,0.3839857280254364,0.9945023059844971,0.17771944403648376,0.2214977741241455,-0.5050676465034485,0.9999518394470215,0.22120381891727448,0.3378012478351593,0.5152135491371155,0.026942001655697823,0.09627777338027954,0.3121757507324219,-0.605786144733429,0.9899988174438477,0.27480635046958923,0.42998605966567993,0.3597758114337921,0.04179691895842552,0.19808323681354523,0.43062758445739746,-0.49263903498649597,0.9603617787361145,0.29098209738731384,0.45879560708999634,0.34059321880340576,0.05348356440663338,0.23196454346179962,0.45581430196762085,-0.5414932370185852,0.9306496977806091,0.2970912456512451,0.453413724899292,0.2744036316871643,0.05625346302986145,0.24918194115161896,0.4440089762210846,-0.5313656330108643,0.9250752925872803,0.28937065601348877,0.4407898783683777,0.32067492604255676,0.06078370660543442,0.24182528257369995,0.4353857636451721,-0.4792671799659729,0.8915218710899353,0.3064257800579071,0.4938912093639374,0.24957336485385895,0.986979603767395,0.22974123060703278,0.4950007498264313,-0.24934691190719604,0.9960105419158936,0.37814661860466003,0.6526421904563904,0.42528989911079407,0.7309519052505493,0.21002721786499023,0.6800994277000427,-0.32229289412498474,0.9726336598396301,0.3774879276752472,0.8183380365371704,0.6769951581954956,0.796173632144928,0.13618700206279755,0.860849916934967,-0.32669568061828613,0.9670785665512085,0.35573500394821167,0.8442628979682922,0.6868735551834106,0.8005684614181519,0.09538578242063522,0.8952752351760864,-0.34235602617263794,0.8938654065132141,0.5146602392196655,0.8438398241996765,0.5573920607566833,0.885334849357605,0.2683265507221222,0.9126875400543213,-0.5994392037391663,0.9632229804992676
6,0.3592663109302521,0.15447255969047546,-0.09710466116666794,0.9989274144172668,0.35229894518852234,0.13590843975543976,-0.06465943157672882,0.9980420470237732,0.3512747585773468,0.13551531732082367,-0.06468866765499115,0.9977282285690308,0.349805623292923,0.13509000837802887,-0.06453578174114227,0.9978536367416382,0.3443032503128052,0.13481689989566803,-0.16222307085990906,0.9986796975135803,0.3375589847564697,0.13364917039871216,-0.1623464822769165,0.9987941980361938,0.32975128293037415,0.1323857456445694,-0.16251198947429657,0.9989954233169556,0.30996227264404297,0.13705241680145264,0.12235207855701447,0.995036244392395,0.28124764561653137,0.13468439877033234,-0.32404863834381104,0.9992080926895142,0.34534895420074463,0.17178456485271454,-0.017317278310656548,0.9979783296585083,0.33575594425201416,0.17033495008945465,-0.1472320556640625,0.9992440938949585,0.2576628625392914,0.23641644418239594,0.3897784948348999,0.9949216246604919,0.18603426218032837,0.22223088145256042,-0.5231810808181763,0.9999557733535767,0.22141116857528687,0.33896559476852417,0.5185418128967285,0.02807248756289482,0.09698864817619324,0.31234779953956604,-0.6130911707878113,0.9903032779693604,0.2764606475830078,0.4299387037754059,0.35945379734039307,0.04389284923672676,0.20401716232299805,0.4312935173511505,-0.47367924451828003,0.9607482552528381,0.29231497645378113,0.45920461416244507,0.3399515748023987,0.055759891867637634,0.239350363612175,0.45606696605682373,-0.5195793509483337,0.9314333200454712,0.298937052488327,0.45341742038726807,0.27322396636009216,0.058712106198072433,0.2568856179714203,0.44430577754974365,-0.5065600872039795,0.9260701537132263,0.29140985012054443,0.4407147467136383,0.31983545422554016,0.06326600164175034,0.24958418309688568,0.43585413694381714,-0.45784565806388855,0.8928598165512085,0.3109859228134155,0.4943562150001526,0.26964351534843445,0.9880611300468445,0.2376355081796646,0.4963705539703369,-0.26946914196014404,0.9963633418083191,0.39722496271133423,0.6529343128204346,0.4484817683696747,0.7370006442070007,0.22178921103477478,0.6826874017715454,-0.3184550702571869,0.9748111963272095,0.42706987261772156,0.8183491826057434,0.6995113492012024,0.807411789894104,0.13618792593479156,0.8618743419647217,-0.2890949547290802,0.9695119857788086,0.40659210085868835,0.8464038372039795,0.7087970972061157,0.8097673058509827,0.09438131749629974,0.89714515209198,-0.3011202812194824,0.8987820744514465,0.5646387338638306,0.8426573872566223,0.5770024657249451,0.8913010954856873,0.27024078369140625,0.9126987457275391,-0.5573875308036804,0.9656112194061279
7,0.36679109930992126,0.15580998361110687,-0.12655046582221985,0.9989965558052063,0.3601531386375427,0.1366681307554245,-0.09215859323740005,0.998176097869873,0.3589625954627991,0.13628104329109192,-0.09219850599765778,0.9978857040405273,0.35716092586517334,0.13586528599262238,-0.09203583747148514,0.9979881048202515,0.35242459177970886,0.13537947833538055,-0.19311314821243286,0.9987648725509644,0.3458637297153473,0.1341061294078827,-0.1932644098997116,0.9988719820976257,0.33810749650001526,0.13277047872543335,-0.1934240758419037,0.9990547299385071,0.31695666909217834,0.137819305062294,0.10371706634759903,0.995341420173645,0.28953054547309875,0.13501372933387756,-0.35802119970321655,0.9992632865905762,0.3518717586994171,0.1728549301624298,-0.043374769389629364,0.9980955123901367,0.34325721859931946,0.171450674533844,-0.1777660846710205,0.9992896318435669,0.26420095562934875,0.23768319189548492,0.38191357254981995,0.9953027367591858,0.19465959072113037,0.22548449039459229,-0.556419312953949,0.9999589920043945,0.2259376347064972,0.3397643268108368,0.5032958984375,0.02899262309074402,0.10186979919672012,0.31517601013183594,-0.6312663555145264,0.9904352426528931,0.27968060970306396,0.42956632375717163,0.3256617486476898,0.04626958444714546,0.2117253541946411,0.4326415956020355,-0.4555009603500366,0.9604638814926147,0.2941053509712219,0.45908939838409424,0.3024825155735016,0.05839810147881508,0.2463179975748062,0.45663392543792725,-0.5002996325492859,0.9311763644218445,0.30040761828422546,0.4520687758922577,0.23521724343299866,0.061636801809072495,0.26300209760665894,0.4450359642505646,-0.48701348900794983,0.9260091185569763,0.2937287986278534,0.4394889175891876,0.28461092710494995,0.06615301966667175,0.2563828229904175,0.4369567036628723,-0.43862056732177734,0.892742931842804,0.32040703296661377,0.49566513299942017,0.28105711936950684,0.9890466332435608,0.24684740602970123,0.4988572895526886,-0.28090909123420715,0.9966739416122437,0.40836283564567566,0.6537707448005676,0.45876196026802063,0.7414237260818481,0.2398834079504013,0.6842101216316223,-0.31307366490364075,0.9766440987586975,0.466778963804245,0.8183553814888,0.7158181071281433,0.8176265954971313,0.13621604442596436,0.8619004487991333,-0.21256352961063385,0.971602737903595,0.44337835907936096,0.847866415977478,0.725216269493103,0.8180811405181885,0.09391667693853378,0.8970844149589539,-0.21560443937778473,0.9023582935333252,0.6000187993049622,0.8423507213592529,0.5829569101333618,0.8966014981269836,0.27402547001838684,0.9126979112625122,-0.4733012616634369,0.9675758481025696
8,0.3750511705875397,0.15782050788402557,-0.12491697072982788,0.9990655183792114,0.3684918284416199,0.13845209777355194,-0.09004390984773636,0.9983066916465759,0.3669177293777466,0.13805228471755981,-0.09009263664484024,0.9980387687683105,0.36460328102111816,0.13761548697948456,-0.08993641287088394,0.9981228709220886,0.3620328903198242,0.1369244009256363,-0.19014322757720947,0.9988477826118469,0.3559838831424713,0.13547255098819733,-0.19028812646865845,0.9989473223686218,0.3487602472305298,0.13397327065467834,-0.19045917689800262,0.9991124272346497,0.32484886050224304,0.13958346843719482,0.10548833757638931,0.995647668838501,0.3007403016090393,0.13613887131214142,-0.35222721099853516,0.9993146657943726,0.3587935268878937,0.17459897696971893,-0.04196630045771599,0.9982137680053711,0.3517616093158722,0.1731671392917633,-0.17529529333114624,0.9993345141410828,0.2686997056007385,0.24026966094970703,0.3843259811401367,0.9956541657447815,0.20885390043258667,0.2270706295967102,-0.5539609789848328,0.9999620318412781,0.22728796303272247,0.3419492542743683,0.5079954266548157,0.030237022787332535,0.10680442303419113,0.3163289427757263,-0.6476715207099915,0.9906477332115173,0.28635984659194946,0.4322264790534973,0.33077651262283325,0.049356333911418915,0.22110795974731445,0.4354709982872009,-0.4972473382949829,0.9610857963562012,0.3012115955352783,0.46007654070854187,0.30366966128349304,0.06165638938546181,0.2546345591545105,0.46070367097854614,-0.5524694919586182,0.9320855736732483,0.3085860311985016,0.45279914140701294,0.24369966983795166,0.06518848240375519,0.27193060517311096,0.44869083166122437,-0.5323229432106018,0.9271141886711121,0.30248796939849854,0.44184139370918274,0.2914360463619232,0.06960039585828781,0.26644301414489746,0.4405752718448639,-0.4788970351219177,0.8940613269805908,0.3228866457939148,0.4977392554283142,0.28350239992141724,0.9899595975875854,0.2577055096626282,0.500841498374939,-0.28335726261138916,0.9969547986984253,0.4282253384590149,0.6546232104301453,0.43523895740509033,0.7475699782371521,0.2556995153427124,0.6855118274688721,-0.3098360598087311,0.9784330129623413,0.5099836587905884,0.8176897764205933,0.6827499866485596,0.8271141052246094,0.13682328164577484,0.8620409369468689,-0.1916801482439041,0.9736295938491821,0.48353466391563416,0.8481268882751465,0.6906018853187561,0.8249989151954651,0.09263249486684799,0.8974131941795349,-0.19335024058818817,0.9060172438621521,0.6420131325721741,0.8422777056694031,0.5419268012046814,0.9010806679725647,0.2791304886341095,0.9126872420310974,-0.4540647864341736,0.9694775342941284
9,0.3817185163497925,0.1600027084350586,-0.15446405112743378,0.9991308450698853,0.37454429268836975,0.14084461331367493,-0.12035460770130157,0.9984325170516968,0.3729080259799957,0.14039725065231323,-0.12038762867450714,0.9981863498687744,0.37050145864486694,0.1399126648902893,-0.1202254369854927,0.9982535243034363,0.36832648515701294,0.13941994309425354,-0.22043222188949585,0.9989283680915833,0.3622775971889496,0.13798971474170685,-0.22060011327266693,0.9990208148956299,0.35503920912742615,0.13651452958583832,-0.22074377536773682,0.9991692900657654,0.33157721161842346,0.14219409227371216,0.07726436108350754,0.9959441423416138,0.30830588936805725,0.13908085227012634,-0.3807276785373688,0.9993649125099182,0.36572885513305664,0.17684654891490936,-0.07036526501178741,0.9983253479003906,0.3590770363807678,0.17544004321098328,-0.20382662117481232,0.9993770718574524,0.2737060487270355,0.24217775464057922,0.3665231168270111,0.9959822297096252,0.22043828666210175,0.23003947734832764,-0.5759361982345581,0.9999647736549377,0.22829937934875488,0.34414008259773254,0.49021226167678833,0.0313362181186676,0.11518198251724243,0.3198796510696411,-0.6641395688056946,0.9908186197280884,0.28933414816856384,0.4346158802509308,0.31909817457199097,0.05248349905014038,0.23479381203651428,0.4398733675479889,-0.49804505705833435,0.9611507058143616,0.3050607144832611,0.4615020751953125,0.2991560101509094,0.06488296389579773,0.26498645544052124,0.4654739797115326,-0.5519751906394958,0.9320038557052612,0.3130505084991455,0.4546184241771698,0.22888898849487305,0.0687316358089447,0.2838210463523865,0.454450398683548,-0.5316819548606873,0.9271995425224304,0.3072693645954132,0.4433734118938446,0.27728578448295593,0.07299903780221939,0.2795877754688263,0.446292519569397,-0.47906598448753357,0.893977701663971,0.3312441110610962,0.4999607503414154,0.28366386890411377,0.9907917380332947,0.2728573679924011,0.5033913850784302,-0.28351688385009766,0.9972165822982788,0.4475334584712982,0.6557128429412842,0.44899019598960876,0.7576826214790344,0.27106454968452454,0.6883618831634521,-0.3193940222263336,0.9802312850952148,0.5487924814224243,0.8168854713439941,0.7199965715408325,0.8384116291999817,0.13830971717834473,0.8624312281608582,-0.1951448917388916,0.9757100939750671,0.5248578190803528,0.8469406366348267,0.7295289635658264,0.8336132168769836,0.09155040234327316,0.8984063863754272,-0.20074933767318726,0.9101271629333496,0.6745343804359436,0.8421542048454285,0.5770728588104248,0.9065223336219788,0.2798563539981842,0.9129248261451721,-0.45896345376968384,0.9714903831481934
